日期,天气状况(白天/夜间),最高气温/最低气温,风力风向(白天/夜间),城市
2020年09月23日,小雨/多云,20℃/10℃,西南风1-2级/西南风1-2级,taiyuan
2020年09月24日,晴/阴,24℃/11℃,北风1-2级/北风1-2级,taiyuan
2020年09月25日,晴/晴,24℃/11℃,北风1-2级/北风1-2级,taiyuan
2020年09月26日,多云/多云,24℃/11℃,南风1-2级/南风1-2级,taiyuan
2020年09月27日,晴/多云,24℃/13℃,南风1-2级/南风1-2级,taiyuan
2020年09月28日,小雨/小雨,23℃/14℃,南风1-2级/南风1-2级,taiyuan
2020年09月29日,小雨/阴,19℃/11℃,东北风1-2级/东北风1-2级,taiyuan
2020年09月30日,阴/小雨,20℃/13℃,南风1-2级/南风1-2级,taiyuan
2020年10月01日,多云/多云,21℃/6℃,西北风1-2级/西北风1-2级,taiyuan
2020年10月02日,多云/晴,19℃/4℃,东北风1-2级/东北风1-2级,taiyuan
2020年10月03日,晴/晴,19℃/1℃,南风3-4级/南风3-4级,taiyuan
2020年10月04日,晴/多云,14℃/0℃,北风1-2级/北风1-2级,taiyuan
2020年10月05日,晴/阴,17℃/1℃,东风1-2级/东风1-2级,taiyuan
2020年10月06日,阴/阴,18℃/3℃,南风1-2级/南风1-2级,taiyuan
2020年10月07日,晴/多云,20℃/6℃,东风1-2级/东风1-2级,taiyuan
2020年10月08日,阴/多云,17℃/7℃,东南风1-2级/东南风1-2级,taiyuan
2020年10月09日,多云/多云,20℃/7℃,南风1-2级/南风1-2级,taiyuan
2020年10月10日,小雨/多云,18℃/9℃,西风1-2级/西风1-2级,taiyuan
2020年10月11日,多云/多云,19℃/4℃,东风1-2级/东风1-2级,taiyuan
2020年10月12日,多云/阴,19℃/3℃,南风1-2级/南风1-2级,taiyuan
2020年10月13日,阴/小雨,19℃/6℃,东南风1-2级/东南风1-2级,taiyuan
2020年10月14日,多云/多云,16℃/4℃,东南风1-2级/东南风1-2级,taiyuan
2020年10月15日,多云/多云,19℃/4℃,南风1-2级/南风1-2级,taiyuan
2020年10月16日,晴/晴,17℃/-1℃,西北风1-2级/西北风1-2级,taiyuan
2020年10月17日,晴/晴,18℃/0℃,南风1-2级/南风1-2级,taiyuan
2020年10月18日,阴/晴,18℃/1℃,南风1-2级/南风1-2级,taiyuan
2020年10月19日,晴/阴,20℃/4℃,南风1-2级/南风1-2级,taiyuan
2020年10月20日,阴/晴,19℃/0℃,南风3-4级/南风3-4级,taiyuan
2020年10月21日,晴/晴,16℃/-1℃,西风3-4级/西风3-4级,taiyuan
2020年10月22日,晴/晴,16℃/-3℃,西北风1-2级/西北风1-2级,taiyuan
2020年10月23日,晴/晴,17℃/0℃,东风1-2级/东风1-2级,taiyuan
2020年10月24日,多云/晴,18℃/0℃,东风1-2级/东风1-2级,taiyuan
2020年10月25日,多云/多云,20℃/5℃,南风1-2级/南风1-2级,taiyuan
2020年10月26日,多云/多云,21℃/5℃,西风1-2级/西风1-2级,taiyuan
2020年10月27日,阴/阴,16℃/5℃,北风1-2级/北风1-2级,taiyuan
2020年10月28日,小雨/小雨,13℃/2℃,南风1-2级/南风1-2级,taiyuan
2020年10月29日,多云/晴,16℃/0℃,南风1-2级/南风1-2级,taiyuan
2020年10月30日,多云/小雨,16℃/2℃,东南风1-2级/东南风1-2级,taiyuan
2020年10月31日,多云/多云,16℃/0℃,西北风1-2级/西北风1-2级,taiyuan
2020年11月01日,晴/晴,15℃/-3℃,西风3-4级/西风3-4级,taiyuan
2020年11月02日,晴/晴,13℃/-4℃,西北风1-2级/西北风1-2级,taiyuan
2020年11月03日,晴/晴,14℃/-1℃,南风1-2级/南风1-2级,taiyuan
2020年11月04日,晴/多云,18℃/1℃,南风1-2级/南风1-2级,taiyuan
2020年11月05日,多云/晴,18℃/2℃,西南风1-2级/西南风1-2级,taiyuan
2020年11月06日,晴/晴,14℃/-1℃,西北风3-4级/西北风3-4级,taiyuan
2020年11月07日,晴/晴,15℃/-4℃,西北风3-4级/西北风3-4级,taiyuan
2020年11月08日,晴/晴,14℃/-2℃,西北风1-2级/西北风1-2级,taiyuan
2020年11月09日,晴/晴,15℃/0℃,南风1-2级/南风1-2级,taiyuan
2020年11月10日,晴/晴,17℃/1℃,东北风1-2级/东北风1-2级,taiyuan
2020年11月11日,晴/晴,17℃/2℃,南风1-2级/南风1-2级,taiyuan
2020年11月12日,晴/多云,18℃/2℃,北风1-2级/北风1-2级,taiyuan
2020年11月13日,多云/多云,17℃/2℃,东北风1-2级/东北风1-2级,taiyuan
2020年11月14日,多云/阴,15℃/3℃,东风1-2级/东风1-2级,taiyuan
2020年11月15日,多云/晴,16℃/2℃,东北风1-2级/东北风1-2级,taiyuan
2020年11月16日,多云/小雨,15℃/4℃,东风1-2级/东风1-2级,taiyuan
2020年11月17日,小雨/中雨,12℃/6℃,东北风1-2级/东北风1-2级,taiyuan
2020年11月18日,小雨/晴,10℃/0℃,西北风1-2级/西北风1-2级,taiyuan
2020年11月19日,多云/多云,11℃/-2℃,西北风1-2级/西北风1-2级,taiyuan
2020年11月20日,多云/雨夹雪,10℃/0℃,东风1-2级/东风1-2级,taiyuan
2020年11月21日,阴/多云,5℃/-2℃,西南风1-2级/西南风1-2级,taiyuan
2020年11月22日,多云/晴,4℃/-7℃,北风1-2级/北风1-2级,taiyuan
2020年11月23日,多云/晴,4℃/-6℃,西风1-2级/西风1-2级,taiyuan
2020年11月24日,多云/多云,4℃/-5℃,西南风1-2级/西南风1-2级,taiyuan
2020年11月25日,雨夹雪/多云,5℃/-4℃,北风1-2级/北风1-2级,taiyuan
2020年11月26日,晴/晴,4℃/-5℃,南风1-2级/南风1-2级,taiyuan
2020年11月27日,晴/多云,2℃/-5℃,东风1-2级/东风1-2级,taiyuan
2020年11月28日,晴/晴,3℃/-6℃,南风1-2级/南风1-2级,taiyuan
2020年11月29日,晴/晴,4℃/-8℃,西风1-2级/西风1-2级,taiyuan
2020年11月30日,多云/阴,1℃/-7℃,东风1-2级/东风1-2级,taiyuan
2020年12月01日,雨夹雪/雨夹雪,1℃/-3℃,西南风1-2级/西南风1-2级,taiyuan
2020年12月02日,晴/晴,2℃/-3℃,西北风1-2级/西北风1-2级,taiyuan
2020年12月03日,多云/晴,1℃/-9℃,西北风1-2级/西北风1-2级,taiyuan
2020年12月03日,多云/晴,1℃/-9℃,西北风1-2级/西北风1-2级,taiyuan
2020年12月04日,晴/晴,0℃/-11℃,西风1-2级/西风1-2级,taiyuan
2020年12月05日,多云/晴,1℃/-10℃,南风1-2级/南风1-2级,taiyuan
2020年12月06日,多云/多云,4℃/-9℃,西风1-2级/西风1-2级,taiyuan
2020年12月07日,晴/晴,2℃/-10℃,西北风1-2级/西北风1-2级,taiyuan
2020年12月08日,多云/多云,1℃/-9℃,西南风1-2级/西南风1-2级,taiyuan
2020年12月09日,晴/晴,6℃/-9℃,西风1-2级/西风1-2级,taiyuan
2020年12月10日,多云/晴,5℃/-6℃,南风1-2级/南风1-2级,taiyuan
2020年12月11日,阴/多云,5℃/-7℃,南风1-2级/南风1-2级,taiyuan
2020年12月12日,多云/晴,5℃/-11℃,西北风3-4级/西北风3-4级,taiyuan
2020年12月13日,阴/多云,-3℃/-14℃,西北风3-4级/西北风3-4级,taiyuan
2020年12月14日,晴/晴,-2℃/-14℃,西风1-2级/西风1-2级,taiyuan
2020年12月15日,晴/晴,0℃/-16℃,西北风1-2级/西北风1-2级,taiyuan
2020年12月16日,晴/多云,1℃/-15℃,西南风1-2级/西南风1-2级,taiyuan
2020年12月17日,多云/多云,2℃/-15℃,西南风1-2级/西南风1-2级,taiyuan
2020年12月18日,晴/多云,1℃/-13℃,东北风1-2级/东北风1-2级,taiyuan
2020年12月19日,晴/晴,2℃/-14℃,南风1-2级/南风1-2级,taiyuan
2020年12月20日,晴/晴,2℃/-12℃,南风1-2级/南风1-2级,taiyuan
2020年12月21日,晴/晴,2℃/-14℃,南风1-2级/南风1-2级,taiyuan
2020年12月22日,晴/阴,5℃/-14℃,南风1-2级/南风1-2级,taiyuan
2020年12月23日,晴/晴,3℃/-12℃,西北风3-4级/西北风3-4级,taiyuan
2020年12月24日,晴/晴,3℃/-13℃,西风1-2级/西风1-2级,taiyuan
2020年12月25日,晴/晴,5℃/-13℃,南风1-2级/南风1-2级,taiyuan
2020年12月26日,晴/晴,6℃/-12℃,东南风1-2级/东南风1-2级,taiyuan
2020年12月27日,晴/晴,6℃/-12℃,西南风1-2级/西南风1-2级,taiyuan
2020年12月28日,多云/多云,7℃/-12℃,东北风3-4级/东北风3-4级,taiyuan
2020年12月29日,多云/晴,-5℃/-20℃,西北风3-4级/西北风3-4级,taiyuan
2020年12月30日,晴/晴,-10℃/-21℃,西北风3-4级/西北风3-4级,taiyuan
2020年12月31日,晴/晴,-2℃/-19℃,西南风1-2级/西南风1-2级,taiyuan
2021年01月01日,晴/晴,3℃/-17℃,西风3-4级/西风3-4级,taiyuan
2021年01月02日,晴/多云,6℃/-15℃,东南风1-2级/东南风1-2级,taiyuan
2021年01月03日,晴/晴,5℃/-11℃,东南风1-2级/东南风1-2级,taiyuan
2021年01月04日,多云/晴,3℃/-14℃,西北风1-2级/西北风1-2级,taiyuan
2021年01月05日,晴/晴,-1℃/-16℃,西北风1-2级/西北风1-2级,taiyuan
2021年01月06日,晴/晴,-7℃/-20℃,西北风3-4级/西北风3-4级,taiyuan
2021年01月07日,晴/晴,-8℃/-20℃,西北风1-2级/西北风1-2级,taiyuan
2021年01月08日,晴/晴,-5℃/-16℃,西风1-2级/西风1-2级,taiyuan
2021年01月09日,晴/阴,-1℃/-15℃,西北风1-2级/西北风1-2级,taiyuan
2021年01月10日,阴/晴,0℃/-12℃,西风1-2级/西风1-2级,taiyuan
2021年01月11日,晴/晴,0℃/-14℃,西风1-2级/西风1-2级,taiyuan
2021年01月12日,晴/晴,7℃/-10℃,西南风1-2级/西南风1-2级,taiyuan
2021年01月13日,晴/晴,9℃/-5℃,南风1-2级/南风1-2级,taiyuan
2021年01月14日,阴/阴,9℃/-9℃,西南风1-2级/西南风1-2级,taiyuan
2021年01月15日,阴/晴,5℃/-10℃,西北风1-2级/西北风1-2级,taiyuan
2021年01月16日,晴/晴,0℃/-14℃,西北风3-4级/西北风3-4级,taiyuan
2021年01月17日,晴/晴,3℃/-10℃,西南风1-2级/西南风1-2级,taiyuan
2021年01月18日,晴/晴,5℃/-12℃,南风1-2级/南风1-2级,taiyuan
2021年01月19日,晴/晴,7℃/-8℃,东北风1-2级/东北风1-2级,taiyuan
2021年01月20日,阴/多云,6℃/-10℃,西南风1-2级/西南风1-2级,taiyuan
2021年01月21日,晴/多云,9℃/-8℃,西南风1-2级/西南风1-2级,taiyuan
2021年01月22日,阴/晴,9℃/-9℃,东北风1-2级/东北风1-2级,taiyuan
2021年01月23日,晴/晴,7℃/-8℃,南风1-2级/南风1-2级,taiyuan
2021年01月24日,阴/小雪,7℃/-5℃,北风1-2级/北风1-2级,taiyuan
2021年01月25日,阴/晴,6℃/-8℃,南风1-2级/南风1-2级,taiyuan
2021年01月26日,多云/阴,7℃/-8℃,西风1-2级/西风1-2级,taiyuan
2021年01月27日,晴/晴,8℃/-7℃,西北风3-4级/西北风3-4级,taiyuan
2021年01月28日,晴/晴,1℃/-12℃,西北风1-2级/西北风1-2级,taiyuan
2021年01月29日,晴/晴,6℃/-12℃,西北风3-4级/西北风3-4级,taiyuan
2021年01月30日,多云/多云,8℃/-8℃,西南风1-2级/西南风1-2级,taiyuan
2021年01月31日,晴/晴,9℃/-8℃,西北风3-4级/西北风3-4级,taiyuan
2021年02月01日,晴/晴,7℃/-13℃,西北风3-4级/西北风3-4级,taiyuan
2021年02月02日,晴/晴,6℃/-13℃,西南风1-2级/西南风1-2级,taiyuan
2021年02月03日,晴/晴,6℃/-12℃,西北风1-2级/西北风1-2级,taiyuan
2021年02月04日,多云/多云,8℃/-11℃,西北风3-4级/西北风3-4级,taiyuan
2021年02月05日,晴/晴,10℃/-6℃,西风1-2级/西风1-2级,taiyuan
2021年02月06日,晴/晴,14℃/-6℃,西南风1-2级/西南风1-2级,taiyuan
2021年02月07日,多云/晴,9℃/-9℃,东北风1-2级/东北风1-2级,taiyuan
2021年02月08日,多云/晴,10℃/-9℃,东南风1-2级/东南风1-2级,taiyuan
2021年02月09日,晴/晴,13℃/-8℃,南风1-2级/南风1-2级,taiyuan
2021年02月10日,晴/晴,12℃/-7℃,南风1-2级/南风1-2级,taiyuan
2021年02月11日,多云/晴,12℃/-6℃,西南风1-2级/西南风1-2级,taiyuan
2021年02月12日,多云/阴,13℃/-5℃,东北风1-2级/东北风1-2级,taiyuan
2021年02月13日,多云/晴,10℃/-4℃,西南风1-2级/西南风1-2级,taiyuan
2021年02月14日,阴/晴,11℃/-9℃,南风1-2级/南风1-2级,taiyuan
2021年02月15日,晴/晴,9℃/-7℃,西南风1-2级/西南风1-2级,taiyuan
2021年02月16日,晴/晴,6℃/-9℃,西北风3-4级/西北风3-4级,taiyuan
2021年02月17日,晴/晴,10℃/-7℃,西北风3-4级/西北风3-4级,taiyuan
2021年02月18日,晴/晴,14℃/-7℃,西南风1-2级/西南风1-2级,taiyuan
2021年02月19日,晴/晴,17℃/-7℃,西北风1-2级/西北风1-2级,taiyuan
2021年02月20日,晴/晴,21℃/-4℃,西南风1-2级/西南风1-2级,taiyuan
2021年02月21日,晴/晴,22℃/-4℃,西南风1-2级/西南风1-2级,taiyuan
2021年02月22日,阴/阴,15℃/-5℃,东北风3-4级/东北风3-4级,taiyuan
2021年02月23日,多云/多云,12℃/-2℃,东南风1-2级/东南风1-2级,taiyuan
2021年02月24日,小雨/雨夹雪,7℃/-2℃,东风1-2级/东风1-2级,taiyuan
2021年02月25日,阴/阴,12℃/-6℃,东风3-4级/东风3-4级,taiyuan
2021年02月26日,晴/晴,13℃/-4℃,东南风1-2级/东南风1-2级,taiyuan
2021年02月27日,多云/雨夹雪,12℃/0℃,南风3-4级/南风3-4级,taiyuan
2021年02月28日,雨夹雪/雨夹雪,5℃/-2℃,东北风1-2级/东北风1-2级,taiyuan
2021年03月01日,晴/晴,7℃/-6℃,西风3-4级/西风3-4级,taiyuan
2021年03月02日,多云/晴,13℃/-5℃,南风1-2级/南风1-2级,taiyuan
2021年03月03日,晴/晴,16℃/-4℃,南风1-2级/南风1-2级,taiyuan
2021年03月04日,阴/多云,17℃/-4℃,南风1-2级/南风1-2级,taiyuan
2021年03月05日,小雨/雨夹雪,17℃/-1℃,东风3-4级/东风3-4级,taiyuan
2021年03月06日,多云/多云,7℃/-4℃,东风1-2级/东风1-2级,taiyuan
2021年03月07日,晴/阴,11℃/0℃,南风1-2级/南风1-2级,taiyuan
2021年03月08日,阴/晴,15℃/0℃,西南风1-2级/西南风1-2级,taiyuan
2021年03月09日,晴/阴,16℃/2℃,东南风1-2级/东南风1-2级,taiyuan
2021年03月10日,阴/阴,16℃/-2℃,东南风1-2级/东南风1-2级,taiyuan
2021年03月11日,晴/晴,17℃/0℃,南风1-2级/南风1-2级,taiyuan
2021年03月12日,阴/晴,17℃/1℃,南风1-2级/南风1-2级,taiyuan
2021年03月13日,晴/多云,17℃/3℃,南风1-2级/南风1-2级,taiyuan
2021年03月14日,阴/多云,18℃/3℃,南风1-2级/南风1-2级,taiyuan
2021年03月15日,晴/多云,16℃/-1℃,北风3-4级/北风3-4级,taiyuan
2021年03月16日,阴/多云,16℃/2℃,东风1-2级/东风1-2级,taiyuan
2021年03月17日,阴/小雨,16℃/4℃,东风3-4级/东风3-4级,taiyuan
2021年03月18日,阴/阴,10℃/2℃,东北风1-2级/东北风1-2级,taiyuan
2021年03月19日,雨夹雪/阴,6℃/0℃,东北风1-2级/东北风1-2级,taiyuan
2021年03月20日,多云/晴,11℃/-4℃,西北风3-4级/西北风3-4级,taiyuan
2021年03月21日,晴/晴,9℃/-6℃,西北风1-2级/西北风1-2级,taiyuan
2021年03月22日,晴/晴,16℃/-4℃,西南风1-2级/西南风1-2级,taiyuan
2021年03月23日,晴/晴,20℃/1℃,南风1-2级/南风1-2级,taiyuan
2021年03月24日,晴/阴,18℃/0℃,北风1-2级/北风1-2级,taiyuan
2021年03月25日,小雨/小雨,20℃/6℃,西南风1-2级/西南风1-2级,taiyuan
2021年03月26日,小雨/阴,15℃/6℃,南风1-2级/南风1-2级,taiyuan
2021年03月27日,晴/多云,22℃/4℃,南风1-2级/南风1-2级,taiyuan
2021年03月28日,阴/小雨,18℃/6℃,西北风3-4级/西北风3-4级,taiyuan
2021年03月29日,多云/晴,18℃/5℃,南风1-2级/南风1-2级,taiyuan
2021年03月30日,多云/多云,21℃/6℃,西南风1-2级/西南风1-2级,taiyuan
2021年03月31日,晴/多云,20℃/9℃,东风3-4级/东风3-4级,taiyuan
2021年04月01日,小雨/小雨,14℃/5℃,东风1-2级/东风1-2级,taiyuan
2021年04月02日,小雨/小雨,10℃/4℃,东北风1-2级/东北风1-2级,taiyuan
2021年04月03日,多云/晴,12℃/1℃,东风3-4级/东风3-4级,taiyuan
2021年04月04日,多云/多云,15℃/4℃,东南风1-2级/东南风1-2级,taiyuan
2021年04月05日,小雨/多云,11℃/0℃,南风1-2级/南风1-2级,taiyuan
2021年04月06日,多云/多云,17℃/4℃,东北风1-2级/东北风1-2级,taiyuan
2021年04月07日,晴/多云,19℃/5℃,东风3-4级/东风3-4级,taiyuan
2021年04月08日,小雨/小雨,16℃/7℃,南风3-4级/南风3-4级,taiyuan
2021年04月09日,小雨/多云,18℃/5℃,东南风1-2级/东南风1-2级,taiyuan
2021年04月10日,多云/多云,20℃/5℃,南风1-2级/南风1-2级,taiyuan
2021年04月11日,小雨/晴,14℃/8℃,南风1-2级/南风1-2级,taiyuan
2021年04月12日,小雨/多云,19℃/3℃,西北风1-2级/西北风1-2级,taiyuan
2021年04月13日,多云/晴,14℃/-1℃,西风1-2级/西风1-2级,taiyuan
2021年04月14日,晴/多云,18℃/1℃,南风1-2级/南风1-2级,taiyuan
2021年04月15日,扬沙/扬沙,16℃/2℃,西风5-6级/西风5-6级,taiyuan
2021年04月16日,晴/晴,14℃/-4℃,西风3-4级/西风3-4级,taiyuan
2021年04月17日,晴/晴,18℃/-1℃,西北风1-2级/西北风1-2级,taiyuan
2021年04月18日,晴/晴,22℃/4℃,南风3-4级/南风3-4级,taiyuan
2021年04月19日,多云/多云,26℃/10℃,南风1-2级/南风1-2级,taiyuan
2021年04月20日,多云/小雨,26℃/11℃,东风1-2级/东风1-2级,taiyuan
2021年04月21日,小雨/小雨,16℃/8℃,东北风1-2级/东北风1-2级,taiyuan
2021年04月22日,晴/阴,21℃/9℃,东南风1-2级/东南风1-2级,taiyuan
2021年04月23日,阴/阴,22℃/9℃,东风3-4级/东风3-4级,taiyuan
2021年04月24日,阴/小雨,15℃/9℃,东风1-2级/东风1-2级,taiyuan
2021年04月25日,多云/小雨,16℃/9℃,东风1-2级/东风1-2级,taiyuan
2021年04月26日,晴/晴,22℃/5℃,西北风3-4级/西北风3-4级,taiyuan
2021年04月27日,晴/晴,18℃/3℃,西北风1-2级/西北风1-2级,taiyuan
2021年04月28日,晴/多云,19℃/2℃,西北风1-2级/西北风1-2级,taiyuan
2021年04月29日,晴/晴,21℃/5℃,西北风1-2级/西北风1-2级,taiyuan
2021年04月30日,晴/晴,22℃/4℃,西北风1-2级/西北风1-2级,taiyuan
2021年05月01日,晴/晴,25℃/4℃,西北风3-4级/西北风3-4级,taiyuan
2021年05月02日,多云/小雨,22℃/7℃,南风1-2级/南风1-2级,taiyuan
2021年05月03日,扬沙/扬沙,26℃/8℃,北风1-2级/北风1-2级,taiyuan
2021年05月04日,晴/晴,21℃/6℃,西北风1-2级/西北风1-2级,taiyuan
2021年05月05日,晴/晴,24℃/7℃,西南风3-4级/西南风3-4级,taiyuan
2021年05月06日,晴/晴,23℃/4℃,西风3-4级/西风3-4级,taiyuan
2021年05月07日,扬沙/晴,24℃/8℃,西风1-2级/西风1-2级,taiyuan
2021年05月08日,多云/晴,29℃/8℃,东南风3-4级/东南风3-4级,taiyuan
2021年05月09日,多云/多云,32℃/10℃,南风3-4级/南风3-4级,taiyuan
2021年05月10日,多云/多云,24℃/11℃,东风1-2级/东风1-2级,taiyuan
2021年05月11日,多云/晴,27℃/11℃,南风1-2级/南风1-2级,taiyuan
2021年05月12日,晴/晴,30℃/10℃,东风1-2级/东风1-2级,taiyuan
2021年05月13日,晴/晴,30℃/14℃,东风1-2级/东风1-2级,taiyuan
2021年05月14日,晴/阴,28℃/17℃,东南风1-2级/东南风1-2级,taiyuan
2021年05月15日,中雨/中雨,19℃/9℃,东北风3-4级/东北风3-4级,taiyuan
2021年05月16日,阴/晴,18℃/5℃,东北风1-2级/东北风1-2级,taiyuan
2021年05月17日,多云/晴,26℃/7℃,南风1-2级/南风1-2级,taiyuan
2021年05月18日,晴/阴,27℃/9℃,南风1-2级/南风1-2级,taiyuan
2021年05月19日,小雨/小雨,26℃/8℃,南风1-2级/南风1-2级,taiyuan
2021年05月20日,小雨/晴,25℃/11℃,南风1-2级/南风1-2级,taiyuan
2021年05月21日,晴/多云,30℃/12℃,南风1-2级/南风1-2级,taiyuan
2021年05月22日,小雨/小雨,29℃/10℃,西南风3-4级/西南风3-4级,taiyuan
2021年05月23日,晴/晴,23℃/4℃,西北风1-2级/西北风1-2级,taiyuan
2021年05月24日,晴/晴,25℃/5℃,西风3-4级/西风3-4级,taiyuan
2021年05月25日,多云/晴,28℃/12℃,西北风3-4级/西北风3-4级,taiyuan
2021年05月26日,晴/晴,26℃/8℃,西北风3-4级/西北风3-4级,taiyuan
2021年05月27日,晴/晴,31℃/9℃,西风3-4级/西风3-4级,taiyuan
2021年05月28日,晴/晴,29℃/10℃,西北风3-4级/西北风3-4级,taiyuan
2021年05月29日,多云/晴,35℃/12℃,东风3-4级/东风3-4级,taiyuan
2021年05月30日,晴/晴,32℃/12℃,东风3-4级/东风3-4级,taiyuan
2021年05月31日,小雨/多云,27℃/12℃,南风1-2级/南风1-2级,taiyuan
2021年06月01日,晴/阴,31℃/14℃,东风3-4级/东风3-4级,taiyuan
2021年06月02日,多云/多云,30℃/12℃,西北风3-4级/西北风3-4级,taiyuan
2021年06月03日,晴/晴,26℃/10℃,北风1-2级/北风1-2级,taiyuan
2021年06月04日,多云/晴,31℃/12℃,西风3-4级/西风3-4级,taiyuan
2021年06月04日,多云/晴,31℃/12℃,西风3-4级/西风3-4级,taiyuan
2021年06月04日,多云/晴,31℃/12℃,西风3-4级/西风3-4级,taiyuan
2021年06月05日,晴/晴,32℃/12℃,东北风3-4级/东北风3-4级,taiyuan
2021年06月06日,多云/多云,36℃/15℃,南风3-4级/南风3-4级,taiyuan
2021年06月07日,多云/晴,32℃/16℃,南风1-2级/南风1-2级,taiyuan
2021年06月08日,小雨/小雨,30℃/17℃,南风1-2级/南风1-2级,taiyuan
2021年06月09日,中雨/小雨,24℃/16℃,东风1-2级/东风1-2级,taiyuan
2021年06月10日,晴/多云,27℃/13℃,东北风1-2级/东北风1-2级,taiyuan
2021年06月11日,多云/小雨,28℃/17℃,南风1-2级/南风1-2级,taiyuan
2021年06月12日,晴/晴,31℃/18℃,南风1-2级/南风1-2级,taiyuan
2021年06月13日,小雨/多云,29℃/19℃,东南风1-2级/东南风1-2级,taiyuan
2021年06月14日,小雨/晴,25℃/17℃,东北风1-2级/东北风1-2级,taiyuan
2021年06月15日,多云/小雨,30℃/20℃,东风3-4级/东风3-4级,taiyuan
2021年06月16日,中雨/小雨,24℃/17℃,南风1-2级/南风1-2级,taiyuan
2021年06月17日,多云/多云,26℃/14℃,南风3-4级/南风3-4级,taiyuan
2021年06月18日,多云/多云,28℃/14℃,东风1-2级/东风1-2级,taiyuan
2021年06月19日,多云/多云,31℃/15℃,西南风1-2级/西南风1-2级,taiyuan
2021年06月20日,多云/多云,31℃/18℃,东南风1-2级/东南风1-2级,taiyuan
2021年06月21日,多云/多云,31℃/16℃,东南风1-2级/东南风1-2级,taiyuan
2021年06月22日,小雨/阴,32℃/17℃,东风1-2级/东风1-2级,taiyuan
2021年06月23日,多云/晴,33℃/17℃,南风1-2级/南风1-2级,taiyuan
2021年06月24日,阴/小雨,31℃/18℃,南风1-2级/南风1-2级,taiyuan
2021年06月25日,小雨/多云,29℃/18℃,南风1-2级/南风1-2级,taiyuan
2021年06月26日,多云/晴,34℃/18℃,西南风1-2级/西南风1-2级,taiyuan
2021年06月27日,晴/阴,36℃/21℃,东风1-2级/东风1-2级,taiyuan
2021年06月28日,多云/小雨,35℃/20℃,南风1-2级/南风1-2级,taiyuan
2021年06月29日,小雨/晴,33℃/19℃,东南风1-2级/东南风1-2级,taiyuan
2021年06月30日,多云/多云,35℃/20℃,东风1-2级/东风1-2级,taiyuan
2021年07月01日,小雨/多云,28℃/16℃,南风1-2级/南风1-2级,taiyuan
2021年07月02日,小雨/小雨,27℃/17℃,南风1-2级/南风1-2级,taiyuan
2021年07月03日,多云/多云,31℃/17℃,南风1-2级/南风1-2级,taiyuan
2021年07月04日,晴/多云,33℃/18℃,南风1-2级/南风1-2级,taiyuan
2021年07月05日,多云/多云,33℃/19℃,南风1-2级/南风1-2级,taiyuan
2021年07月06日,多云/多云,33℃/20℃,东风1-2级/东风1-2级,taiyuan
2021年07月07日,小雨/多云,32℃/20℃,南风1-2级/南风1-2级,taiyuan
2021年07月08日,晴/晴,32℃/19℃,南风1-2级/南风1-2级,taiyuan
2021年07月09日,多云/晴,35℃/19℃,西南风1-2级/西南风1-2级,taiyuan
2021年07月10日,多云/多云,36℃/22℃,南风1-2级/南风1-2级,taiyuan
2021年07月11日,大雨/大雨,28℃/20℃,东风1-2级/东风1-2级,taiyuan
2021年07月12日,小雨/晴,29℃/20℃,东北风1-2级/东北风1-2级,taiyuan
2021年07月13日,小雨/晴,32℃/20℃,东南风1-2级/东南风1-2级,taiyuan
2021年07月14日,晴/多云,35℃/20℃,东南风1-2级/东南风1-2级,taiyuan
2021年07月15日,晴/晴,34℃/22℃,东风1-2级/东风1-2级,taiyuan
2021年07月16日,小雨/小雨,32℃/21℃,东风1-2级/东风1-2级,taiyuan
2021年07月17日,雷阵雨/雷阵雨,29℃/21℃,东风1-2级/东风1-2级,taiyuan
2021年07月18日,中雨/小雨,27℃/22℃,东风1-2级/东风1-2级,taiyuan
2021年07月19日,小雨/小雨,26℃/20℃,东南风1-2级/东南风1-2级,taiyuan
2021年07月20日,小雨/小雨,26℃/20℃,东南风1-2级/东南风1-2级,taiyuan
2021年07月21日,小雨/小雨,22℃/20℃,东风1-2级/东风1-2级,taiyuan
2021年07月22日,小雨/阴,21℃/18℃,东风1-2级/东风1-2级,taiyuan
2021年07月23日,多云/晴,28℃/19℃,南风1-2级/南风1-2级,taiyuan
2021年07月24日,晴/晴,30℃/19℃,东南风1-2级/东南风1-2级,taiyuan
2021年07月25日,多云/阴,31℃/20℃,南风1-2级/南风1-2级,taiyuan
2021年07月26日,小雨/阴,26℃/21℃,南风1-2级/南风1-2级,taiyuan
2021年07月27日,多云/多云,30℃/20℃,东风1-2级/东风1-2级,taiyuan
2021年07月28日,小雨/多云,27℃/19℃,东北风1-2级/东北风1-2级,taiyuan
2021年07月29日,小雨/晴,28℃/17℃,东风1-2级/东风1-2级,taiyuan
2021年07月30日,晴/晴,32℃/18℃,西南风1-2级/西南风1-2级,taiyuan
2021年07月31日,晴/晴,34℃/20℃,东北风1-2级/东北风1-2级,taiyuan
2021年08月01日,晴/晴,32℃/17℃,北风3-4级/北风3-4级,taiyuan
2021年08月02日,多云/多云,32℃/20℃,东风1-2级/东风1-2级,taiyuan
2021年08月03日,雷阵雨/小雨,30℃/21℃,南风1-2级/南风1-2级,taiyuan
